id,Title,開催年度,主催,開催時間,期間_date,期間_date_to,単日/複数日_date
2859,上野deクラシック11月,2017,東京文化会館,20171116,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2860,上野deクラシック12月,2017,東京文化会館,20171215,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2861,上野deクラシック1月,2017,東京文化会館,20180119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2862,上野deクラシック3月,2017,東京文化会館,20180306,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2866,"BRIDGE STORY（ウェブコンテンツ）",2016,"東京都|アーツカウンシル東京|NPO法人Art Bridge Institute",,"a:1:{s:4:""time"";b:0;}",20160601,20170331
2869,ピアノ部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170820,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2870,"第15回東京音楽コンクール第1 次予選（非公開審査）",2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170820,"a:1:{s:4:""time"";b:0;}",20170628,20170706
2871,木管部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170824,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2872,弦楽部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170822,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（10:30開場）"";}}}",,
2873,ピアノ部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170827,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（16:30開場）"";}}}",,
2874,弦楽部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170829,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（16:30開場）"";}}}",,
2875,木管部門,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20170831,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（17:30開場）"";}}}",,
2877,第15回東京音楽コンクール優勝者コンサート,2017,東京文化会館|読売新聞社|花王株式会社|東京都,20180108,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:0:"""";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
2879,深貝理紗子ピアノ・リサイタル,2017,深貝理紗子ピアノリサイタル実行委員会,20170805,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（17:30開場）"";}}}",,
2880,田原綾子ヴィオラ・リサイタル,2017,東京文化会館,20171217,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（13:30開場）"";}}}",,
2881,"コハーン・イシュトヴァーン クラリネット・リサイタル",2017,東京文化会館,20180203,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（17:30開場）"";}}}",,
2882,上野通明チェロ・リサイタル,2017,東京文化会館,20180305,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2884,夏休み子供音楽会2017《上野の森文化探検》,2017,東京文化会館|上野地区観光まちづくり推進会議,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""14:00:00"";s:10:""time_bikou"";s:17:""（12:00開場）"";}}}",,
2886,公開リハーサル,2017,,,"a:1:{s:4:""time"";b:0;}",,
2888,バックステージツアー《夏休みスペシャル！》,2017,東京文化会館,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（15:45集合）"";}}}",,
2889,インターンプログラム,2016,"東京都|アーツカウンシル東京|NPO法人Art Bridge Institute",,"a:1:{s:4:""time"";b:0;}",20160601,20170331
2890,バックステージツアー《舞台編》,2017,東京文化会館,20170522,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
2891,バックステージツアー《舞台編》,2017,東京文化会館,20180109,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:20:""①（14:15受付）"";}i:1;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:20:""②（18:45集合）"";}}}",,
2892,バックステージツアー《建築編》,2017,東京文化会館,20171101,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
2894,【2017年】《弦楽四重奏》,2017,東京文化会館|公益財団法人東京都交響楽団,20170411,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:17:""（12:30開場）"";}}}",,
2896,【2017年】《弦楽四重奏》,2017,東京文化会館|公益財団法人東京都交響楽団,20170616,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:17:""（12:30開場）"";}}}",,
2898,【2017年】《弦楽四重奏》,2017,東京文化会館|公益財団法人東京都交響楽団,20171212,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:17:""（12:30開場）"";}}}",,
2899,【2017年】《弦楽四重奏》,2017,東京文化会館|公益財団法人東京都交響楽団,20180308,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:17:""（12:30開場）"";}}}",,
2901,ナイト・ミニ・コンサート,2017,国立西洋美術館,20170526,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:17:""（16:40開場）"";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:17:""（18:10開場）"";}}}",,
2903,"小曽根 真＆ピーター・アースキン  “Jazz meets Classic” with東京都交響楽団",2017,東京都|東京文化会館|アーツカウンシル東京,20171014,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（16:20開場）"";}}}",,
2904,"小曽根 真＆ピーター・アースキン  “Jazz meets Classic” with東京都交響楽団（オリンパスホール八王子）",2017,東京都|東京文化会館|アーツカウンシル東京,20171015,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（14:20開場）"";}}}",,
2905,"第1回 アルディッティ弦楽四重奏団",2017,東京都|東京文化会館|アーツカウンシル東京,20170624,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（17:30開場）"";}}}",,
2906,"第2回 御喜美江＆大田智美",2017,東京都|東京文化会館|アーツカウンシル東京,20171006,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2907,"第3回 アントニオ・メネセス",2017,東京都|東京文化会館|アーツカウンシル東京,20171121,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2908,"第4回 北村英治カルテット",2017,東京都|東京文化会館|アーツカウンシル東京,20171222,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2909,"第5回 イザベル・ファウスト",2017,東京都|東京文化会館|アーツカウンシル東京,20180122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（18:30開場）"";}}}",,
2910,Vol.1「漱石の体験した洋楽〜室内楽と喜歌劇《ボッカチオ》」,2017,東京都|東京文化会館|アーツカウンシル東京,20171028,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（14:30開場）"";}}}",,
2911,"Vol.2藤木大地 カウンターテナー・リサイタル",2017,東京都|東京文化会館|アーツカウンシル東京,20180204,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:17:""（14:30開場）"";}}}",,
2912,"3 歳からの楽しいクラシック",2017,東京都|東京文化会館|アーツカウンシル東京,20171021,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:17:""（13:30開場）"";}}}",,
2913,"下町風俗資料館付設展示場 旧吉田屋酒店",2017,東京都|東京文化会館|アーツカウンシル東京,20170924,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2914,東京文化会館キャノピー,2017,東京都|東京文化会館|アーツカウンシル東京,20170930,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2915,東京文化会館キャノピー,2017,東京都|東京文化会館|アーツカウンシル東京,20171001,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2916,"旧岩崎邸庭園 洋館内",2017,東京都|東京文化会館|アーツカウンシル東京,20171004,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""16:15:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2917,"旧岩崎邸庭園 洋館内",2017,東京都|東京文化会館|アーツカウンシル東京,20171005,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:30:00"";s:7:""time_to"";s:8:""16:15:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2918,"江戸東京たてもの園 子宝湯",2017,東京都|東京文化会館|アーツカウンシル東京,20171007,"a:1:{s:4:""time"";a:4:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""11:20:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""12:20:00"";s:7:""time_to"";s:8:""12:40:00"";s:10:""time_bikou"";s:0:"""";}i:2;a:3:{s:9:""time_from"";s:8:""13:50:00"";s:7:""time_to"";s:8:""14:10:00"";s:10:""time_bikou"";s:0:"""";}i:3;a:3:{s:9:""time_from"";s:8:""15:10:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2919,"江戸東京たてもの園 子宝湯",2017,東京都|東京文化会館|アーツカウンシル東京,20171008,"a:1:{s:4:""time"";a:4:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""11:20:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""12:20:00"";s:7:""time_to"";s:8:""12:40:00"";s:10:""time_bikou"";s:0:"""";}i:2;a:3:{s:9:""time_from"";s:8:""13:50:00"";s:7:""time_to"";s:8:""14:10:00"";s:10:""time_bikou"";s:0:"""";}i:3;a:3:{s:9:""time_from"";s:8:""15:10:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2920,"国立西洋美術館 本館 1 階ロビー",2017,東京都|東京文化会館|アーツカウンシル東京,20171013,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""19:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2921,"東京国立博物館 本館大階段",2017,東京都|東京文化会館|アーツカウンシル東京,20171028,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:20:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""17:20:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2922,"国立国会図書館 国際子ども図書館 レンガ棟    3 階ホール",2017,東京都|東京文化会館|アーツカウンシル東京,20171029,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:40:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:40:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2923,"東京都美術館 佐藤慶太郎記念アートラウンジ",2017,東京都|東京文化会館|アーツカウンシル東京,20171102,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2924,"東京都美術館 佐藤慶太郎記念アートラウンジ",2017,東京都|東京文化会館|アーツカウンシル東京,20171103,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2925,"国立科学博物館 日本館中央ホール",2017,東京都|東京文化会館|アーツカウンシル東京,20171105,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2928,[2017]とびらボードの貸出し,2017,東京都美術館,,"a:1:{s:4:""time"";b:0;}","20170418,20170720,20171024,20180123","20170702,20171009,20180108,20180401"
2929,まちなかコンサート×ドリーム夜さ来い祭り,2017,東京都|東京文化会館|アーツカウンシル東京,20171103,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:30:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2932,"まちなかコンサート×Station LIVE in 山手線 Special Train",2017,東京都|東京文化会館|アーツカウンシル東京,20171111,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:18:00"";s:7:""time_to"";s:8:""14:21:00"";s:10:""time_bikou"";s:0:"""";}}}",,
2935,東京文化会館、東京芸術劇場、文京シビックセンター他,2017,東京都|東京文化会館|アーツカウンシル東京,,"a:1:{s:4:""time"";b:0;}","20170713,20171128","20170717,20171203"
2937,カーザ・ダ・ムジカ（ポルトガル）,2017,東京都|東京文化会館|アーツカウンシル東京,,"a:1:{s:4:""time"";b:0;}",20180223,20180302
2939,ポルトガル研修報告会(東京文化会館中会議室2),2017,東京都|東京文化会館|アーツカウンシル東京,20180325,"a:1:{s:4:""time"";b:0;}",20180223,20180302
2941,"ワークショップ・プログラム稽古(東京文化会館鑑賞室 他)",2017,東京都|東京文化会館|アーツカウンシル東京,20180325,"a:1:{s:4:""time"";b:0;}",20170401,20180331
2942,"あけてみよう！海のふしぎな宝箱 1 ） 6 ヶ月～18ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20170521,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:12:""6～18ヶ月"";}}}",,
2943,"タネまき、タネまき、大きくなあれ！ 1）19〜35ヶ月（2017年6月25日）",2017,東京都|東京文化会館|アーツカウンシル東京,20170625,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2944,"あけてみよう！海のふしぎな宝箱 2 ）19ヶ月～35ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20170521,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2945,"あけてみよう！海のふしぎな宝箱 3 ）3〜 4歳",2017,東京都|東京文化会館|アーツカウンシル東京,20170521,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:8:""3～4歳"";}}}",,
2946,"タネまき、タネまき、大きくなあれ！ 2）3歳～ 4 歳（2017年6月25日）",2017,東京都|東京文化会館|アーツカウンシル東京,20170625,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:8:""3～4歳"";}}}",,
2947,GO！ワイルド！,2017,東京都|東京文化会館|アーツカウンシル東京,20170625,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:42:""小学生～大人（未就学児不可）"";}}}",,
2948,"ムジカ・ピッコラ 1）3歳～4歳（2017年8月6日）",2017,東京都|東京文化会館|アーツカウンシル東京,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:00:00"";s:10:""time_bikou"";s:8:""3～4歳"";}}}",,
2949,"ムジカ・ピッコラ 2） 5歳～6歳（2017年8月6日）",2017,東京都|東京文化会館|アーツカウンシル東京,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""12:30:00"";s:10:""time_bikou"";s:26:""5～6歳（未就学児）"";}}}",,
2950,はじめましてクラシック〜ヴァイオリン＆ピアノ,2017,東京都|東京文化会館|アーツカウンシル東京,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""14:00:00"";s:10:""time_bikou"";s:12:""6～35ヶ月"";}}}",,
2951,はじめましてクラシック〜金管五重奏,2017,東京都|東京文化会館|アーツカウンシル東京,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""14:00:00"";s:10:""time_bikou"";s:44:""3～6歳（未就学児）とそのご家族"";}}}",,
2952,"One Day セッション〜歌って奏でる日本の風景〜",2017,東京都|東京文化会館|アーツカウンシル東京,20170806,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:18:""小学生～大人"";}}}",,
2953,"はじめましてクラシック〜弦楽四重奏〜 1）6〜18ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20170923,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:12:""6～18ヶ月"";}}}",,
2954,"はじめましてクラシック〜弦楽四重奏〜 2）19〜35ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20170923,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2955,"旅するヨーロッパ 3)5〜 6歳（未就学児）",2017,東京都|東京文化会館|アーツカウンシル東京,20170923,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:26:""5～6歳（未就学児）"";}}}",,
2956,"森の王様のフェスタ 1）19〜35ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20180114,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2957,"森の王様のフェスタ 2）3 歳～4歳",2017,東京都|東京文化会館|アーツカウンシル東京,20180114,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:8:""3～4歳"";}}}",,
2958,"森の王様のフェスタ 3）5 歳～ 6 歳",2017,東京都|東京文化会館|アーツカウンシル東京,20180114,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:26:""5～6歳（未就学児）"";}}}",,
2959,動物たんてい〜かくれているのは、だあれだ？〜1）6〜18ヶ月,2017,東京都|東京文化会館|アーツカウンシル東京,20180304,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:12:""6～18ヶ月"";}}}",,
2960,動物たんてい〜かくれているのは、だあれだ？〜2）19〜35ヶ月,2017,東京都|東京文化会館|アーツカウンシル東京,20180304,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2961,"Music Clock（2018年3月4日）",2017,東京都|東京文化会館|アーツカウンシル東京,20180304,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:18:""小学生～大人"";}}}",,
2962,"はじめましてクラシック〜金管五重奏 1）19〜35ヶ月",2017,東京都|東京文化会館|アーツカウンシル東京,20170713,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:13:""19～35ヶ月"";}}}",,
2963,[2017]展覧会関連参加型プログラムの実施,2017,東京都美術館,"20170602,20170604,20170605,20170611,20170617,20170618,20170625,20170702,20170902,20170924,20171006,20171125,20171223,20180107","a:1:{s:4:""time"";b:0;}",,
2964,岩城京子,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20171001,20171220
2965,武田竜真,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20180105,20180330
2966,臼井仁美,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20171003,20171230
2967,"Qenji Yoshida",2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20171016,20171126
2968,中島伽耶子,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20171019,20171229
2969,レオノール・セラーノ・リーヴァス,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20171009,20171119
2970,"リ ー･イーファン",2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20180105,20180331
2971,アヌーク・ミラディノヴィッチ,2017,トーキョーアーツアンドスペース,,"a:1:{s:4:""time"";b:0;}",20180105,20180331
2972,パトリツィア・ダンダー,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20180105,20180327
2973,ジャンフランコ・フォスキーノ,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20180105,20180328
2974,ヴィンセント・ブロー,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20180105,20180331
2975,アブデルカデール・ベンチャマ,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20171022,20171116
2976,アグア・チョウ,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20180105,20180131
2977,モハメド・アラム,2017,トーキョーワンダーサイト,,"a:1:{s:4:""time"";b:0;}",20180220,20180316
2978,マルク・カエラス,2017,トーキョーワンダーサイト,20180301,20190331,"a:1:{s:4:""time"";b:0;}",
2979,ブレンダ・ロサノ,2017,トーキョーワンダーサイト,20180301,20180331,"a:1:{s:4:""time"";b:0;}",
2980,ワン・チョン,2017,トーキョーワンダーサイト,20171003,20171130,"a:1:{s:4:""time"";b:0;}",
