id,Title,開催年度,主催,開催時間,期間_date,期間_date_to,単日/複数日_date
502,"西東京市保谷こもれびホール指定管理者　株式会社JTB コミュニケーションデザイン",2016,公益財団法人東京都歴史文化財団,20170107,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
503,公益財団法人多摩市文化振興財団,2016,公益財団法人東京都歴史文化財団,20170107,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
504,公益財団法人北区文化振興財団,2016,公益財団法人東京都歴史文化財団,20161211,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
505,小金井市民交流センター指定管理者　こがねいしてぃ共同事業体　サントリーパブリシティサービス株式会社,2016,公益財団法人東京都歴史文化財団,20170304,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
506,公益財団法人練馬区文化振興協会,2016,公益財団法人東京都歴史文化財団,20170304,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
507,秋川キララホール指定管理者代表団体　株式会社コンベンションリンケージ,2016,公益財団法人東京都歴史文化財団,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
508,葛飾区文化施設指定管理者株式会社キョードー東京,2016,公益財団法人東京都歴史文化財団,20170225,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
511,公益財団法人くにたち文化・スポーツ振興財団,2016,公益財団法人東京都歴史文化財団,20161126,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
515,建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」,2016,東京都庭園美術館,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:158:""＊ただし11月25日（金）、26日（土） 、27日（日）は夜間開館のため20：00まで  （いずれも入館は閉館の30分前まで。）"";}}}",20160922,20161225
520,ギャラリートーク,2016,東京都庭園美術館,"20161003,20161017,20161107,20161125","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:56:""10月3日（月）、17日（月）、11月7日（月）"";}i:1;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:14:""11/25（金）"";}}}",,
523,トークイベント「昭和の美術タイルと旧朝香宮邸」,2016,東京都庭園美術館,20161112,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
524,トークイベント「ディテールのアール・デコ　旧朝香宮邸の室内空間」,2016,東京都庭園美術館,20161203,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
526,第5回　外山啓介　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20161026,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
527,第6回　小川典子　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20161026,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
528,第7回　吉野直子　ハープ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20161124,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
529,第8回　漆原啓子・漆原朝子　ヴァイオリンデュオ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20161124,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
530,第9回　山根一仁　ヴァイオリン・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20170108,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
532,第10回　及川浩治　ピアノ・リサイタル,2016,東京都庭園美術館|株式会社ジャパン・アーツ,20170108,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
535,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",2016,東京都庭園美術館|朝日新聞社,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:87:""11/25（金）、26日（土） 、27日（日）は夜間開館のため20：00まで "";}}}",20160922,20161225
537,記念講演会,2016,東京都庭園美術館|朝日新聞社,20160922,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
541,「インスタレーションと鑑賞者のエモーショナルな関係」,2016,東京都庭園美術館|朝日新聞社,20161125,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:8:""19:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
542,「一風変わった幼少期からアーティストボルタンスキーの誕生」,2016,東京都庭園美術館|朝日新聞社,20161126,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
543,キュレーター・トーク,2016,東京都庭園美術館|朝日新聞社,"20161104,20161209","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
544,インターン・トーク,2016,東京都庭園美術館|朝日新聞社,"20161009,20161116,20161207","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,
549,笹本晃《デリケート・サイクル》,2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170210,20170212
561,立教大学（2016年9月30日）,2016,東京都写真美術館,20160930,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:30:00"";s:7:""time_to"";s:8:""18:20:00"";s:10:""time_bikou"";s:0:"""";}}}",,
562,"帝京科学大学 看護学科（2016年10月12日）",2016,東京都写真美術館,20161012,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
563,武蔵大学（2016年10月15日）,2016,東京都写真美術館,20161015,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
564,写真表現大学（2016年10月16日）,2016,東京都写真美術館,20161016,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
565,港区立白金の丘小学校（2016年10月21日）,2016,東京都写真美術館,20161021,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:50:00"";s:10:""time_bikou"";s:0:"""";}}}",,
566,目黒区立駒場小学校（2016年10月25日）,2016,東京都写真美術館,20161025,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""11:05:00"";s:7:""time_to"";s:8:""12:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""13:35:00"";s:7:""time_to"";s:8:""14:55:00"";s:10:""time_bikou"";s:0:"""";}}}",,
567,"公立高校定時制通信制 芸術祭展示部門生徒研修会（2016年10月30日）",2016,東京都写真美術館,20161030,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
568,"東京都図画工作研究会 美術館連携局（2016年9月22日）",2016,東京都写真美術館,20160922,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
569,"日本大学 通信教育部（2016年11月18日）",2016,東京都写真美術館,20161118,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
570,中野区図工部会（2016年11月9日）,2016,東京都写真美術館,20161109,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
571,渋谷区立加計塚小学校（2016年11月25日）,2016,東京都写真美術館,20161125,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
572,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",2016,東京都写真美術館|公益財団法人東京都歴史文化財団,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20160903,20161113
573,"British School in Tokyo（2016年11月4日）",2016,東京都写真美術館,20161104,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
574,渋谷区立加計塚小学校（2016年11月29日）,2016,東京都写真美術館,20161129,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
575,杉並区立東田中学校（2016年12月2日）,2016,東京都写真美術館,20161202,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
576,目黒区立向原小学校（2016年12月6日）,2016,東京都写真美術館,20161206,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
577,渋谷区立加計塚小学校（2016年12月8日）,2016,東京都写真美術館,20161208,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
578,女子聖学院中学校（2016年12月10日）,2016,東京都写真美術館,20161210,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:11:""14:30-16:30"";}}}",,
579,港区立南山小学校（2017年1月17日）,2016,東京都写真美術館,20170117,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:45:00"";s:7:""time_to"";s:8:""14:45:00"";s:10:""time_bikou"";s:0:"""";}}}",,
580,"明治学院高校（2017年1月13日 16:00-17:00）",2016,東京都写真美術館,20170113,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
581,"明治学院高校（2017年1月13日 13:30-15:50）",2016,東京都写真美術館,20170113,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""15:50:00"";s:10:""time_bikou"";s:0:"""";}}}",,
582,港区立御田小学校（2016年12月16日）,2016,東京都写真美術館,20161216,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""14:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
583,渋谷区立加計塚小学校（2016年12月15日）,2016,東京都写真美術館,20161215,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
584,筑波大付属駒場中・高等学校（2016年12月14日）,2016,東京都写真美術館,20161214,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
585,江戸川区立第三松江小学校（2016年12月13日）,2016,東京都写真美術館,20161213,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
586,渋谷区立常磐松小学校（2017年1月19日）,2016,東京都写真美術館,20170119,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
587,渋谷区立広尾小学校（2017年1月20日）,2016,東京都写真美術館,20170120,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:50:00"";s:10:""time_bikou"";s:0:"""";}}}",,
588,都立葛飾野高校（2017年1月21日）,2016,東京都写真美術館,20170121,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
589,北海道大学岩見沢校（2017年1月21日）,2016,東京都写真美術館,20170121,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""16:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
591,明治学院高校（2017年3月14日）,2016,東京都写真美術館,20170314,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
592,獨協埼玉中学高等学校（2017年1月29日）,2016,東京都写真美術館,20170129,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:50:00"";s:7:""time_to"";s:8:""12:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
593,目黒区立大鳥中学校（2017年1月26日）,2016,東京都写真美術館,20170126,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
594,"総合開館20周年記念事業 山崎博　計画と偶然",2016,東京都写真美術館|東京都|読売新聞社|美術館連絡協議会,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",20170307,20170510
595,並河靖之七宝展　明治七宝の誘惑―透明な黒の感性,2016,東京都庭園美術館|毎日新聞社,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:76:""3/24、3/25、3/26、4/1、4/2、4/7、4/8、4/9は夜間開館20：00まで"";}}}",20170114,20170409
596,記念講演会「ヴィクトリア&アルバート博物館における日本の明治七宝コレクション」,2016,東京都庭園美術館|毎日新聞社,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",20170114,
597,トークイベント「並河七宝の息をのむ美しさの秘密　―現代の視点から見る明治工芸―」,2016,東京都庭園美術館|毎日新聞社,20170218,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
598,ワークショップ「身につける七宝づくり―蝶のモチーフ」,2016,東京都庭園美術館|毎日新聞社,20170225,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:30:00"";s:7:""time_to"";s:8:""13:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
600,第7回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館,20161021,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
601,第8回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館,20171022,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
602,第9回「クリスチャン・ボルタンスキー」「アール・デコの花弁」に関連したプログラム「おばけとわたしのちず」,2016,東京都庭園美術館,20161103,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
603,第10回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館,20170309,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
604,第11回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館,20170312,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
605,第12回「並河靖之七宝展」に関連したプログラム「ちょうちょでじゃんけん」,2016,東京都庭園美術館,20170319,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,
606,「五感と想像力で歩く建築ツアー」手話の回,2016,東京都庭園美術館,20161214,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",,
607,「五感と想像力で歩く建築ツアー」,2016,東京都庭園美術館,"20161214,20161215","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""18:30:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:10:""12/14(水)"";}i:1;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""21:00:00"";s:10:""time_bikou"";s:10:""12/15(木)"";}}}",,
608,「ここクリエイション」東山佳永「透明になるためのプラクティス」,2016,東京都庭園美術館,"20160910,20160924,20161105,20161119","a:1:{s:4:""time"";a:3:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:21:""9/10(土)、9/24(土)"";}i:1;a:3:{s:9:""time_from"";s:8:""13:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:9:""11/5(土)"";}i:2;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""20:10:00"";s:10:""time_bikou"";s:10:""11/19(土)"";}}}",,
610,"PROGRAM_B｜Installation / dance / Live",2016,東京都庭園美術館,"20161001,20161002","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:42:""パフォーマンス ①15:00／②17:30 "";}}}",,
