"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs",会場の所属する自治体,会場の存在する自治体名,人数,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場,主催,共催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,"Tokyo FESTIVALの分類",決算額_year,決算額_price,概要,WEBサイトURL,カテゴリ・プログラム登録_title,カテゴリ・プログラム登録_projectninzuu,カテゴリ・プログラム登録_content_program,会場の所属する自治体,会場の存在する自治体名
,,,,,,,,,,,,,,,,1,,"伝統芸能の一流の実演家が伝統芸能にふさわしい稽古場で、子供たちに直接、そして定期的継続的に指導を行うこと。これらの条件を重ねて果たすことで、伝統芸能の世界が培ってきた礼儀作法、厳しさなどの文化環境を子供たちが自然に身につけられるような学びの場をつくる。さらに、その成果を舞台で発表する機会を提供することによって、目的意識をもって学ぶ大切さを知る。この本格的な伝統芸能体験を通して、子供たちばかりでなく、家庭内での伝統芸能に対する興味・関心を高め、伝統芸能を次世代へ継承し、東京の文化的魅力を向上させることを目的とする。

【開催状況】

子供たちの豊かな感性の育成、伝統芸能の世界に触れる機会の提供を目的として、能楽・長唄・三曲・日本舞踊の一流の実演家が数か月にわたり子供たちを直接指導し、その成果をひのき舞台で発表するとともに、プロである講師による舞台の鑑賞会を実施した。また、より多くの子供たちに機会を提供するため、今年度も引き続き中学生・高校生のみに対象を特化したユースプログラムを実施した。長期プログラム、ユースプログラムのほかに地域に密着した夏休み期間中の短期プログラムを実施した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"伝統芸能の一流の実演家が伝統芸能にふさわしい稽古場で、子供たちに直接、そして定期的継続的に指導を行うこと。これらの条件を重ねて果たすことで、伝統芸能の世界が培ってきた礼儀作法、厳しさなどの文化環境を子供たちが自然に身につけられるような学びの場をつくる。さらに、その成果を舞台で発表する機会を提供することによって、目的意識をもって学ぶ大切さを知る。この本格的な伝統芸能体験を通して、子供たちばかりでなく、家庭内での伝統芸能に対する興味・関心を高め、伝統芸能を次世代へ継承し、東京の文化的魅力を向上させることを目的とする。

【開催状況】

子供たちの豊かな感性の育成、伝統芸能の世界に触れる機会の提供を目的として、能楽・長唄・三曲・日本舞踊の一流の実演家が数か月にわたり子供たちを直接指導し、その成果をひのき舞台で発表するとともに、プロである講師による舞台の鑑賞会を実施した。また、より多くの子供たちに機会を提供するため、今年度も引き続き中学生・高校生のみに対象を特化したユースプログラムを実施した。長期プログラム、ユースプログラムのほかに地域に密着した夏休み期間中の短期プログラムを実施した。",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-performing-arts-for-kids/11469/,長期プログラム,,"能楽　謡・仕舞,能楽　狂言,能楽　発表会,長唄　三味線（低学年）,長唄　三味線（中学年以上）,長唄　三味線（ユース）,長唄　囃子（篠笛）,長唄　囃子（小鼓・太鼓）,三曲　箏曲（低学年）,三曲　箏曲（中学年以上）,三曲　箏曲（ユース）,三曲　尺八,日本舞踊（女子）,日本舞踊（男子）,日本舞踊（ユース）,長唄、三曲、日本舞踊、発表会",,
,,,,,,,,,,,,,,,,1,,"ミュージアムトーク

日時 毎週金曜日の16時~16時30分
回数 計52回　※2016/09/19～　計27回
参加者数  1,285人 ※2016/09/19～　628人

学芸員による展示解説。企画展や特集展示などの特別企画の他、常設展示各コーナー における展示内容を詳しく紹介した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"ミュージアムトーク

日時 毎週金曜日の16時~16時30分
回数 計52回　※2016/09/19～　計27回
参加者数  1,285人 ※2016/09/19～　628人

学芸員による展示解説。企画展や特集展示などの特別企画の他、常設展示各コーナー における展示内容を詳しく紹介した。",,,,"関東大震災（2016年9月23日）|関東大震災（2016年9月30日）|文化都市江戸（2016年10月7日）|文化都市江戸（2016年10月14日）|文明開化東京（2016年10月21日）,文明開化東京（2016年10月28日）|現代の東京（2016年11月4日）|現代の東京（2016年11月11日）|企画展「市民からのおくりもの 2016－平成27年度 新収蔵品から－」展みどころ（2016年11月18日）|企画展「市民からのおくりもの 2016－平成27年度 新収蔵品から－」展みどころ（2016年11月25日）,モダン東京（2016年12月2日）|モダン東京（2016年12月9日）|出版と情報（2016年12月16日）|出版と情報（2016年12月23日）|江戸の商業（2017年1月6日）,江戸の商業（2017年1月13日）|企画展「徳川将軍家の婚礼」みどころ（2017年1月20日）|企画展「徳川将軍家の婚礼」みどころ（2017年1月27日）|企画展「徳川将軍家の婚礼」みどころ（2017年2月3日）|空襲と都民（2017年2月10日）,空襲と都民（2017年2月17日）|芝居と遊里（2017年2月24日）|芝居と遊里（2017年3月3日）|企画展「戦時下東京のこどもたち」みどころ（2017年3月10日）|開化の背景（2017年3月17日）,開化の背景（2017年3月24日）|企画展「戦時下東京のこどもたち」みどころ（2017年3月31日）",,
,,,,,,,,,,,,,,,,1,,"ブリューゲルの傑作「バベルの塔」だけでなく、彼が手本とした先駆者ヒエロニムス・ボスの油彩2点、そして彼らが生きた時代16世紀ネーデルラントの絵画、版画、彫刻を全体で89点の出品作で紹介した。ボスの油彩画2点は初来日。2016年はボス没後500年に当たり、欧米ではボス・ブームが起きていたが、世界中で約25点しかないとされるボスの真作2点が日本で初めて鑑賞できる、めったにない機会であった。迫真の写実と輝くような美しい色彩が印象的な16世紀の油彩絵画、ボスの怪物モチーフが所狭しと、描かれる版画作品、そして木彫の粋を尽くした彫刻作品など、16世紀ネーデルラント美術の精華を効果的に展示した。　また、今回の展覧会では新しい試みとして東京藝術大学COI拠点の特別協力により原寸を約300％拡大したブリューゲル「バベルの塔」の複製画も制作・展示した。同拠点は「バベルの塔」の3DCG動画も制作し、多様なメディアを駆使してこの傑作の魅力に迫った。さらに、藝大COI拠点との連携「Study of BABEL」展も実現し、藝大構内で立体作品などが展示された。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"ブリューゲルの傑作「バベルの塔」だけでなく、彼が手本とした先駆者ヒエロニムス・ボスの油彩2点、そして彼らが生きた時代16世紀ネーデルラントの絵画、版画、彫刻を全体で89点の出品作で紹介した。ボスの油彩画2点は初来日。2016年はボス没後500年に当たり、欧米ではボス・ブームが起きていたが、世界中で約25点しかないとされるボスの真作2点が日本で初めて鑑賞できる、めったにない機会であった。迫真の写実と輝くような美しい色彩が印象的な16世紀の油彩絵画、ボスの怪物モチーフが所狭しと、描かれる版画作品、そして木彫の粋を尽くした彫刻作品など、16世紀ネーデルラント美術の精華を効果的に展示した。　また、今回の展覧会では新しい試みとして東京藝術大学COI拠点の特別協力により原寸を約300％拡大したブリューゲル「バベルの塔」の複製画も制作・展示した。同拠点は「バベルの塔」の3DCG動画も制作し、多様なメディアを駆使してこの傑作の魅力に迫った。さらに、藝大COI拠点との連携「Study of BABEL」展も実現し、藝大構内で立体作品などが展示された。",https://www.tobikan.jp/exhibition/2017_babel.html,"【特別展】  ボイマンス美術館所蔵 ブリューゲル「バベルの塔」展  16世紀ネーデルラントの至宝─ボスを超えて─",,"【特別展】  ボイマンス美術館所蔵 ブリューゲル「バベルの塔」展  16世紀ネーデルラントの至宝─ボスを超えて─",,
,,,,,,,,,,,,,,,,1,,"【事業概要】
開催日　　平成29（2017）年11月11日（土）・12日（日）
会　　場　　神楽坂界隈
主　　催　　アーツカウンシル東京（公益財団法人東京都歴史文化財団）、特定非営利活動法人 粋なまちづくり
倶楽部
助成・協力　　東京都
後　　援　　新宿区、一般社団法人 新宿観光振興協会
協　　力　　東京神楽坂組合、毘沙門天善國寺、赤城神社、株式会社粋まち、神楽坂通り商店会、神楽坂商店街
振興組合、江戸東京ガイドの会、光照寺、圓福寺、若宮町自治会、法政大学、東京理科大学経営学
部 大西研究室、あずさ監査法人、第一勧業信用組合 神楽坂支店、日本出版クラブ、スターバック
ス コーヒー 神楽坂下店、ちかけん
来場者数　　延べ40,030人

【事業趣旨（目的）】
伝統と現代が融合する神楽坂エリア一帯を地域の文化資源として活用し、伝統芸能に馴染みのない人々、若年層、
外国人（観光客、在住者）にも気軽に参加してもらえる伝統芸能の屋外型フェスティバルの開催を通じて、日本の伝
統芸能や文化に親しむ機会を提供することを目的として実施。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"【事業概要】
開催日　　平成29（2017）年11月11日（土）・12日（日）
会　　場　　神楽坂界隈
主　　催　　アーツカウンシル東京（公益財団法人東京都歴史文化財団）、特定非営利活動法人 粋なまちづくり
倶楽部
助成・協力　　東京都
後　　援　　新宿区、一般社団法人 新宿観光振興協会
協　　力　　東京神楽坂組合、毘沙門天善國寺、赤城神社、株式会社粋まち、神楽坂通り商店会、神楽坂商店街
振興組合、江戸東京ガイドの会、光照寺、圓福寺、若宮町自治会、法政大学、東京理科大学経営学
部 大西研究室、あずさ監査法人、第一勧業信用組合 神楽坂支店、日本出版クラブ、スターバック
ス コーヒー 神楽坂下店、ちかけん
来場者数　　延べ40,030人

【事業趣旨（目的）】
伝統と現代が融合する神楽坂エリア一帯を地域の文化資源として活用し、伝統芸能に馴染みのない人々、若年層、
外国人（観光客、在住者）にも気軽に参加してもらえる伝統芸能の屋外型フェスティバルの開催を通じて、日本の伝
統芸能や文化に親しむ機会を提供することを目的として実施。",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/kagurazaka-street-stage/18050/,"前夜祭,本祭",",","店めぐり・古典芸能ライブ,神楽坂路上界隈,神楽坂楽座～講釈場,神楽坂芸能めぐり街角ライブ,神楽坂路上界隈,覗いてみようお座敷遊び,赤城神社　夕暮れライブ,神楽坂タイムスリップ　スタンプラリー／歴史ガイド",,
,,,,,,,,,,,,,,,,1,,「百科事典」とも評されるボストン美術館のコレクションの特色を総合的に紹介する展覧会。古代エジプト美術、中国美術、日本美術、フランス絵画、アメリカ絵画、版画・写真、現代美術から、古今東西の至宝80点を紹介した。同館は、設立以来、作品の収集活動に国や州の財政的な援助を受けていない。そのため、本展はコレクション形成に寄与したコレクターに光を当て、作品が美術館に至る経緯にも着目して企画された。　展覧会は、第1部「異国を旅したボストニアンたち」、第2部「「グランド・ツアー」──ヨーロッパ美術を集めたボストニアンたち」、第3部「アメリカン・ドリーム──自国の美術を収集するボストニアンたち」、第4部「同時代の美術へ──未来に向かう美術館」という4部から成り、ボストンを基点とする収集活動の大きな流れを辿った。　会場と図録では、多彩であるがゆえに雑多な印象にならないよう、コレクターを軸に、見どころとなる作品の見せ方を工夫し、メリハリをつけシンプルな構成を心がけた。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,「百科事典」とも評されるボストン美術館のコレクションの特色を総合的に紹介する展覧会。古代エジプト美術、中国美術、日本美術、フランス絵画、アメリカ絵画、版画・写真、現代美術から、古今東西の至宝80点を紹介した。同館は、設立以来、作品の収集活動に国や州の財政的な援助を受けていない。そのため、本展はコレクション形成に寄与したコレクターに光を当て、作品が美術館に至る経緯にも着目して企画された。　展覧会は、第1部「異国を旅したボストニアンたち」、第2部「「グランド・ツアー」──ヨーロッパ美術を集めたボストニアンたち」、第3部「アメリカン・ドリーム──自国の美術を収集するボストニアンたち」、第4部「同時代の美術へ──未来に向かう美術館」という4部から成り、ボストンを基点とする収集活動の大きな流れを辿った。　会場と図録では、多彩であるがゆえに雑多な印象にならないよう、コレクターを軸に、見どころとなる作品の見せ方を工夫し、メリハリをつけシンプルな構成を心がけた。,https://www.tobikan.jp/exhibition/2017_boston.html,"【特別展】  ボストン美術館の至宝展──東西の名品、珠玉のコレクション",,"【特別展】  ボストン美術館の至宝展──東西の名品、珠玉のコレクション",,
,,,,,,,,,,,,,,,,1,,"フィンセント・ファン・ゴッホ（1853-1890）は、パリ時代からアルル時代前半にかけて、浮世絵や日本に関する文献を集めるなど、日本に高い関心を寄せていた。一方で、ファン・ゴッホの死後、日本の芸術家や知識人が、この画家に憧れ、墓のあるオーヴェール＝シュル＝オワーズを巡礼していたことが近年の研究により明らかになった。本展では、ファン・ゴッホが日本から受けた影響や、日本に抱いていたイメージを、ファン・ゴッホ作品41点と、同時代の画家の作品や浮世絵などによって多角的に検証した。さらに、最初期における日本人のファン・ゴッホ巡礼を、ガシェ家に残された芳名録と、それに基づいた資料により紹介し、ファン･ゴッホと日本の相互関係を探った。　「ゴッホと日本」というテーマを明確に打ち出し、浮世絵と対比させ、映像を多用した展示により、来館者に作品への新しい発見を促した。また、本展は日本における「ゴッホ展」の中でも初となるオランダの美術館との国際共同プロジェクトであり、日本展終了後、ファン・ゴッホ美術館でも開催された。
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"フィンセント・ファン・ゴッホ（1853-1890）は、パリ時代からアルル時代前半にかけて、浮世絵や日本に関する文献を集めるなど、日本に高い関心を寄せていた。一方で、ファン・ゴッホの死後、日本の芸術家や知識人が、この画家に憧れ、墓のあるオーヴェール＝シュル＝オワーズを巡礼していたことが近年の研究により明らかになった。本展では、ファン・ゴッホが日本から受けた影響や、日本に抱いていたイメージを、ファン・ゴッホ作品41点と、同時代の画家の作品や浮世絵などによって多角的に検証した。さらに、最初期における日本人のファン・ゴッホ巡礼を、ガシェ家に残された芳名録と、それに基づいた資料により紹介し、ファン･ゴッホと日本の相互関係を探った。　「ゴッホと日本」というテーマを明確に打ち出し、浮世絵と対比させ、映像を多用した展示により、来館者に作品への新しい発見を促した。また、本展は日本における「ゴッホ展」の中でも初となるオランダの美術館との国際共同プロジェクトであり、日本展終了後、ファン・ゴッホ美術館でも開催された。
",https://www.tobikan.jp/exhibition/2017_goghandjapan.html,"【特別展】  ゴッホ展 巡りゆく日本の夢",,"【特別展】  ゴッホ展 巡りゆく日本の夢",,
,,,,,,,,,,,,,,,,1,,庭園公開事業の一環として、日本庭園内の茶室「光華」（重要文化財）の活用を行い、茶室建築及び茶の湯文化の普及に資した。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,庭園公開事業の一環として、日本庭園内の茶室「光華」（重要文化財）の活用を行い、茶室建築及び茶の湯文化の普及に資した。,,"茶室披き及び第1回茶会,第2回茶会,情景再現",",,","茶室披き及び第1回茶会,第2回茶会,情景再現",,
,,,,,,,,,,,,,,,,1,,16、17世紀のヨーロッパにおいてもっとも影響力を持った画家一族のひとつであったブリューゲル一族。本展は、一族の祖であるピーテル･ブリューゲル1世をはじめとした、一族4世代9人の画家と、彼らに影響を受けた周囲の画家たちの作品101点を展示。日本ではまだ馴染みのないブリューゲル一族の活動を紹介した。また、展示作品のほぼ全てが個人の所蔵する作品で、普段目にすることの出来ない作品を見ることのできる貴重な機会ともなった。　展覧会は、一族や周辺の画家たちの作品を７つのテーマに分けて構成した。同じ主題やテーマを扱った作品を並べることで、一族に受け継がれた伝統と、個々の画家の特徴をわかりやすく伝えるような展示とした。　ブリューゲル一族は、親子で同姓同名の場合も多く、作者がどの「ブリューゲル」なのかという混乱が常に付きまとう。この混乱を避けるために、通常のキャプションに加えて、作者が一族のどの世代かが一目でわかるような「系譜キャプション」をつける工夫も行った。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2017,2018",",",16、17世紀のヨーロッパにおいてもっとも影響力を持った画家一族のひとつであったブリューゲル一族。本展は、一族の祖であるピーテル･ブリューゲル1世をはじめとした、一族4世代9人の画家と、彼らに影響を受けた周囲の画家たちの作品101点を展示。日本ではまだ馴染みのないブリューゲル一族の活動を紹介した。また、展示作品のほぼ全てが個人の所蔵する作品で、普段目にすることの出来ない作品を見ることのできる貴重な機会ともなった。　展覧会は、一族や周辺の画家たちの作品を７つのテーマに分けて構成した。同じ主題やテーマを扱った作品を並べることで、一族に受け継がれた伝統と、個々の画家の特徴をわかりやすく伝えるような展示とした。　ブリューゲル一族は、親子で同姓同名の場合も多く、作者がどの「ブリューゲル」なのかという混乱が常に付きまとう。この混乱を避けるために、通常のキャプションに加えて、作者が一族のどの世代かが一目でわかるような「系譜キャプション」をつける工夫も行った。,https://www.tobikan.jp/exhibition/2017_bruegel.html,"【特別展】  ブリューゲル展 画家一族 150年の系譜",,"【特別展】  ブリューゲル展 画家一族 150年の系譜",,
,,,,,,,,,,,,,,,,1,,ミュージアム・ラボは、展示室の最後尾に位置する「体感・体験する」コーナーです。ラボ内は二つのスペースに分かれています。一つは1954年（昭和29）ころの暮らしを再現した住宅模型で靴を脱いで座敷にあがることができます。家庭電化製品や洋風の生活が普及する前の、季節感あふれる暮らしを追体験できます。もう一つは、さまざまな体験メニューやワークショップを実施するためのスペースで、むかしの生活道具に触れるプログラムや、企画展のテーマにちなんだワークショップなどに参加できます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,ミュージアム・ラボは、展示室の最後尾に位置する「体感・体験する」コーナーです。ラボ内は二つのスペースに分かれています。一つは1954年（昭和29）ころの暮らしを再現した住宅模型で靴を脱いで座敷にあがることができます。家庭電化製品や洋風の生活が普及する前の、季節感あふれる暮らしを追体験できます。もう一つは、さまざまな体験メニューやワークショップを実施するためのスペースで、むかしの生活道具に触れるプログラムや、企画展のテーマにちなんだワークショップなどに参加できます。,,,,,,
,,,,,,,,,,,,,,,,1,,"博物館ボランティア（分館）

市民とのコミュニケーションを豊かにし、市民の協力や協働のもとに生涯学習社会にふさわしい開かれた博物館を目指して館の活性化を図るため、江戸東京たてもの園(分館)では平成8年12月4日からボランティア制度の試行、実施を行った。

本年は、分館186名体制により、分館では茅葺き農家燻煙及び団体案内ガイド、自主活動等を行った。

本年は、分館は186名の体制により、茅葺き農家燻煙及び団体案内ガイド、自主活動等を行った。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"博物館ボランティア（分館）

市民とのコミュニケーションを豊かにし、市民の協力や協働のもとに生涯学習社会にふさわしい開かれた博物館を目指して館の活性化を図るため、江戸東京たてもの園(分館)では平成8年12月4日からボランティア制度の試行、実施を行った。

本年は、分館186名体制により、分館では茅葺き農家燻煙及び団体案内ガイド、自主活動等を行った。

本年は、分館は186名の体制により、茅葺き農家燻煙及び団体案内ガイド、自主活動等を行った。",,,,博物館ボランティア,,
,,,,,,,,,,,,,,,,1,,"「館内CATV」「文字ディスプレイ」及び「展示解説システム」により施設・催事案内や常設展示の解説を行うとともに、「映像ホール」「映像ライブラリー」において江戸東京に関連する映像ソフトを提供した。

「映像ホール」では、企画展や季節に合わせた館蔵映像資料のプログラム上映を行った。また、団体への事前ガイドや視察時の会場、小学校教員向けの見学相談会や日本博物館協会シンポジウムの会場として使用した。


",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"「館内CATV」「文字ディスプレイ」及び「展示解説システム」により施設・催事案内や常設展示の解説を行うとともに、「映像ホール」「映像ライブラリー」において江戸東京に関連する映像ソフトを提供した。

「映像ホール」では、企画展や季節に合わせた館蔵映像資料のプログラム上映を行った。また、団体への事前ガイドや視察時の会場、小学校教員向けの見学相談会や日本博物館協会シンポジウムの会場として使用した。


",,"映像ホール,映像ライブラリーの運営","18952,","8月8日（月）～11月6日（日）|11月8日（火）～2月19日（日）|2月21日（火）～5月21日（日）,映像ライブラリーの運営",,
,,,,,,,,,,,,,,,,1,,"博物館資料として収集した図書の保存及び来館者への閲覧、レファレンスサービスを行っ た。

閉室期間中(28年12月13日(火)~同年12月25日(日))は、蔵書整理、開架書籍の入 替えなどを実施した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"博物館資料として収集した図書の保存及び来館者への閲覧、レファレンスサービスを行っ た。

閉室期間中(28年12月13日(火)~同年12月25日(日))は、蔵書整理、開架書籍の入 替えなどを実施した。",,,,図書室等の運営,,
,,,,,,,,,,,,,,,,1,,"【事業概要】
開催期間：平成28年（2016年）６月～平成29年（2017年）２月
会場：東京都内小中高等学校、中等教育学校および特別支援学校
主催：アーツカウンシル東京（公益財団法人東京都歴史文化財団）
助成・協力：東京都
参加者人数：3,074人

【事業趣旨（目的）】
　子供たちが日本の伝統文化・芸能に触れ、日本の文化の価値に対する正しい理解を深めるとともに、多様な文化に対する幅広い知識を育めるよう、若手実演家等を講師とする体験・鑑賞プログラムを、学校と連携した取組として実施した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016,,"【事業概要】
開催期間：平成28年（2016年）６月～平成29年（2017年）２月
会場：東京都内小中高等学校、中等教育学校および特別支援学校
主催：アーツカウンシル東京（公益財団法人東京都歴史文化財団）
助成・協力：東京都
参加者人数：3,074人

【事業趣旨（目的）】
　子供たちが日本の伝統文化・芸能に触れ、日本の文化の価値に対する正しい理解を深めるとともに、多様な文化に対する幅広い知識を育めるよう、若手実演家等を講師とする体験・鑑賞プログラムを、学校と連携した取組として実施した。",,,,"狛江市立和泉小学校（2016年10月11日）|日野市立東光寺小学校（2016年10月12日）|青梅市立第二小学校（2016年10月13日）|江東区立毛利小学校（2016年10月16日）|三宅村立三宅中学校（2016年10月20日）,成立学園中学・高等学校（2016年10月21日）|武蔵村山市立第二小学校（2016年10月21日）|武蔵野市立第一小学校（2016年10月21日）|小平市立小平第九小学校（2016年10月26日）|清瀬市立清瀬小学校（2016年10月27日）,葛飾区立飯塚小学校（2016年10月27日）|羽村市立武蔵野小学校（2016年11月4日）|東京都立工芸高等学校（2016年11月9日）|荒川区立第七中学校（2016年11月12日）|練馬区立光が丘第四中学校（2016年11月12日）,八王子市立楢原中学校（2016年11月24日）|世田谷区立烏山小学校（2016年11月25日）|東村山市立大岱小学校（2016年11月28日）|八王子市立由井第二小学校（2016年12月6日）|東京都立三鷹中等教育学校（2016年12月7日）,大田区立高畑小学校（2016年12月19日）|東京都立中央ろう学校（2017年1月17日）|世田谷区立池尻小学校（2017年1月24日）|中野区立桃園小学校（2017年1月24日）|国分寺市立第一小学校（2017年2月2日）,東京都立葛飾ろう学校（2017年2月3日）|町田市立鶴川第三小学校（2017年2月18日）|東京都立八王子東特別支援学校（2017年2月21日）",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,"「現代作家展」の第2回展。杉戸洋は家、木、カーテンなどのシンプルなモチーフやかたち、それらを彩る淡い色彩などにより、抽象と具象の間を行き来するような作風の絵画で知られる一方、建築家・青木淳らとのユニット「spiders」などで空間に関わる作品にも取り組んできた。本展は、タイルの床やコンクリートの斫り壁、ぶらさがりの天井照明など、建築家・前川國男による美術館の建築独特の質感と佇まいを残した、地下に広がる吹き抜けの展示室「ギャラリー」を出発点としている。ここから着想された、美術館と同じ常滑産で、杉戸自ら多彩な釉薬を施したタイルによる幅15メートルに及ぶ大作《module （for room A）》などが本展のために制作された。さらに絵画やドローイングなどと共に、自然光の入る窓やエスカレーターにカラーシートやアクリル板、部屋の足元には発泡スチロールのブロックなど、日常的な素材を用いた様々なしつらえが「空気を整える」ように配され、作品と空間とが呼応し合い、ギャラリーの空間全体を作品化する展示が実現された。杉戸洋は本展により芸術選奨文部科学大臣賞を受賞した。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,"「現代作家展」の第2回展。杉戸洋は家、木、カーテンなどのシンプルなモチーフやかたち、それらを彩る淡い色彩などにより、抽象と具象の間を行き来するような作風の絵画で知られる一方、建築家・青木淳らとのユニット「spiders」などで空間に関わる作品にも取り組んできた。本展は、タイルの床やコンクリートの斫り壁、ぶらさがりの天井照明など、建築家・前川國男による美術館の建築独特の質感と佇まいを残した、地下に広がる吹き抜けの展示室「ギャラリー」を出発点としている。ここから着想された、美術館と同じ常滑産で、杉戸自ら多彩な釉薬を施したタイルによる幅15メートルに及ぶ大作《module （for room A）》などが本展のために制作された。さらに絵画やドローイングなどと共に、自然光の入る窓やエスカレーターにカラーシートやアクリル板、部屋の足元には発泡スチロールのブロックなど、日常的な素材を用いた様々なしつらえが「空気を整える」ように配され、作品と空間とが呼応し合い、ギャラリーの空間全体を作品化する展示が実現された。杉戸洋は本展により芸術選奨文部科学大臣賞を受賞した。",https://www.tobikan.jp/exhibition/2017_hiroshisugito.html,"【企画展】  杉戸洋 とんぼ と のりしろ",,"【企画展】  杉戸洋 とんぼ と のりしろ",,
,,,,,,,,,,,,,,,,1,,上野アーティストプロジェクト「現代の写実――映像を超えて」のテーマ「写実（リアリズム）」に合わせて、東京都現代美術館に収蔵されている作品の中から、明治、大正、昭和の写実的洋画を紹介した。　明治洋画の先駆者、本多錦吉郎による精緻な油彩表現、大正期の洋画グループ「草土社」の一員だった河野通勢による細密な油彩とデッサン、さらに昭和前期の人々の暮らしと社会の様相をヒューマニズムに満ちたまなざしで描き出した池部鈞、そして穏健な写実による画風で知られる牧野虎雄など、近代日本の美術と公募団体を支えた洋画家を中心に、油彩画、水彩、素描33点を展示した。　東京都現代美術館で普段目にする機会の少ない近代洋画を、上野を訪れた美術ファンに公開することができた。財団内の美術館同士が連携し、東京都所蔵の貴重なコレクションを公開できたこと、東京都現代美術館も館ウェブサイトなど広報協力を行うなど、財団内連携事業という点においても意義深い展覧会となった。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2017,,上野アーティストプロジェクト「現代の写実――映像を超えて」のテーマ「写実（リアリズム）」に合わせて、東京都現代美術館に収蔵されている作品の中から、明治、大正、昭和の写実的洋画を紹介した。　明治洋画の先駆者、本多錦吉郎による精緻な油彩表現、大正期の洋画グループ「草土社」の一員だった河野通勢による細密な油彩とデッサン、さらに昭和前期の人々の暮らしと社会の様相をヒューマニズムに満ちたまなざしで描き出した池部鈞、そして穏健な写実による画風で知られる牧野虎雄など、近代日本の美術と公募団体を支えた洋画家を中心に、油彩画、水彩、素描33点を展示した。　東京都現代美術館で普段目にする機会の少ない近代洋画を、上野を訪れた美術ファンに公開することができた。財団内の美術館同士が連携し、東京都所蔵の貴重なコレクションを公開できたこと、東京都現代美術館も館ウェブサイトなど広報協力を行うなど、財団内連携事業という点においても意義深い展覧会となった。,https://www.tobikan.jp/exhibition/2017_collection.html,"【コレクション展】東京都現代美術館所蔵 近代の写実展",,"【コレクション展】東京都現代美術館所蔵 近代の写実展",,
