id,Title,開催年度,主催
1756,シリン・サバヒ,2016,トーキョーワンダーサイト
1757,チャン・カイチュン,2016,トーキョーワンダーサイト
1758,クレマンス・ショケ＆ミカエル・ガミオ,2016,トーキョーワンダーサイト
1759,リギョン,2016,トーキョーワンダーサイト
1760,チョウ・ユンジュ,2016,トーキョーワンダーサイト
1761,鈴木直江,2016,トーキョーワンダーサイト
1762,トビアス・ツィローニィ,2016,トーキョーワンダーサイト
1763,マーセ・ロドリゴ・ガルシア,2016,トーキョーワンダーサイト
1764,グリッサゴーン・ティンタップタイ,2016,トーキョーワンダーサイト
1765,シャルル・ケヴィヨン,2016,トーキョーワンダーサイト
1766,シグネ・ハーマン,2016,トーキョーワンダーサイト
1767,カルル・マズロ,2016,トーキョーワンダーサイト
1768,ヴァレリオ・サニカンドロ,2016,トーキョーワンダーサイト
1769,エヴァン・ジャコビー,2016,トーキョーワンダーサイト
1770,エリザベス・ベリヴォ,2016,トーキョーワンダーサイト
1771,ドミニック・キュナン,2016,トーキョーワンダーサイト
1772,ヘレナ・ウェスターリンド,2016,トーキョーワンダーサイト
1773,クリス・ロメロ,2016,トーキョーワンダーサイト
1774,ルイス・グラネ,2016,トーキョーワンダーサイト
1775,ウンベルト・ヂューク,2016,トーキョーワンダーサイト
1776,アンネ・ビュッシャー,2016,トーキョーワンダーサイト
1777,アリツィア・ドブルツカ＆オリヴィエ・リション,2016,トーキョーワンダーサイト
1779,フィオナ・アムンゼン,2016,トーキョーワンダーサイト
1780,ジョバンニ・インネッラ,2016,トーキョーワンダーサイト
1781,コンラッド・ユーシチンスキ,2016,トーキョーワンダーサイト
1782,イルワン・アーメット＆ティタ・サリナ,2016,トーキョーワンダーサイト
1785,ジュスティーヌ・エマー,2016,トーキョーワンダーサイト
1786,エマニュエル・ギヨー,2016,トーキョーワンダーサイト
1787,カロリーナ・ブレグーワ,2016,トーキョーワンダーサイト
1788,"時空を越える虚無僧尺八の世界 ～虚無僧尺八の最大の寺・越後明暗寺所縁の虚無僧を迎えて～ ― 中村明一尺八リサイタル ―",2016,有限会社サウンドポット
1791,創邦21　第14回作品演奏会,2016,創邦21
1793,金曜コンサート,2016,東京都|東京芸術劇場|読売新聞社
1797,祝傘寿　川瀬順輔の会,2016,全国竹友会
1799,"邦楽聖会公演 No19",2016,"福田 輝久"
1800,水曜コンサート,2016,東京都|東京芸術劇場|毎日新聞社
1801,"第30回 現代邦楽作曲家連盟作品演奏会",2016,現代邦楽作曲家連盟
1802,"第13回 ユネスコ記念能",2016,"公益社団法人 能楽協会"
1804,さくらこまち和楽団・イタリア公演2016,2016,"一般社団法人 日本伝統芸術国際交流協会"
1805,"邦楽展28　koto Collection Today",2016,"吉村 七重"
1807,代々木果迢会別会「一之輔落語×竹灯籠能『菊慈童』」,2016,代々木果迢会
1809,"OSMOSIS Fest",2016,"Interdisciplinary Art Festival Tokyo"
1817,舞台芸術制作者オープンネットワーク（ON-PAM）による創造環境整備事業,2016,"NPO法人 舞台芸術制作者オープンネットワーク"
1820,スロームーブメント豊洲公演,2016,スロームーブメント実行委員会
1822,"河崎 純　音楽詩劇公演プロジェクト",2016,"河崎 純 音楽詩劇プロジェクト"
1829,サウンド・ライブ・トーキョー,2016,"定非営利活動法人 国際舞台芸術交流センター"
1835,"伶楽舎 第十三回雅楽演奏会 ～武満徹「秋庭歌一具」",2016,"一般社団法人 伶楽舎"
1836,《障害の家》プロジェクト,2016,《障害の家》プロジェクト
1856,"10月1日 臨時開催",2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1858,11月20日「あいうえの特別企画」にて実施,2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1859,あいうえの　temp,2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1860,"カルチュラル・タイフーン 2016「それを感じられるか？」Can You Feel It ？ ― グローバル化する都市への文化的介入",2016,"カルチュラル・タイフーン2016 実行委員会"
1861,10月15日,2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1862,"10月15日 臨時開催",2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1864,"11月19日 臨時開催",2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1865,11月19日「あいうえの特別企画」にて実施,2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1866,2月18日,2016,東京都|東京都美術館|アーツカウンシル東京|東京藝術大学
1868,建築模型を語る――日本の建築家10人が考える建築模型のこれから,2016,一般社団法人日本建築文化保存協会
1870,ようこそ！お囃子の世界へ　三ッ目囃,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
1872,“桐”と“竹”音色七色,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
1873,八王子芸妓衆の華と粋,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
1874,地芝居を楽しむ！秋川歌舞伎,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
1876,ちょっと小粋にまちめぐり！人力車・昭和レトロ探し,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
1877,"Worldwide：Japan Project",2016,"株式会社 シャ・ラ・ラ・カンパニー"
1882,北とぴあ国際音楽祭2016参加公演「リゲティのホルン・トリオをめぐって」,2016,北とぴあリゲティ・プロジェクト実行委員会
1884,ミュージック・フロム・ジャパン2017年音楽祭,2016,ミュージック・フロム・ジャパン推進実行委
1888,"栗コーダー＆フレンズ　アジア６カ国 ミュージック＆アート　共同制作プロジェクト",2016,栗コーダーカルテット
1897,"inc. ‒ artist incubation project 2017",2016,"Kuniko Kato arts project"
1899,"Tokyo Cantat 2017",2017,"21世紀の合唱を考える会 合唱人集団「音楽樹」"
1905,"Attack On Dance WorldTour 2016",2016,冨士山アネット
1907,マクベス（仮）,2016,劇団子供鉅人
1909,"あやめ十八番 第七回公演「霓裳羽衣」",2016,アーツカウンシル東京
1910,シティⅢ,2017,"sons wo:"
1912,現代カナダ演劇・最新作連続公演「エレファント・ソング」,2016,アーツカウンシル東京
1914,「CATFISH」,2016,快快
1916,「アトレウス」（仮題）,2016,"演劇集団 砂地"
1917,花園プロジェクト「花園RED／花園BLUE」,2016,20歳の国
1919,国際共同制作　第１弾　日本xマレーシア　『ファミリー』,2016,アジア女性舞台芸術会議実行委員会
1921,結城座×鄭義信「ドールズタウン」,2016,"公益財団法人 江戸糸あやつり人形 結城座"
1923,"Ｃｏ . 山田うん　エストニア公演ツアー",2016,"一般社団法人 Co.山田うん"
1927,"OrganWorks アレコレ2「Triple Bill」",2016,OrganWorks
1929,"C/Ompany 主催公演「忘れろ／ボレロ」",2016,C/Ompany
1931,花粉革命,2016,一般社団法人天使館
1978,"「YEBIZO MEETS」Ⅰ 特別セッション",2016,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都
1980,"東京都写真美術館 3F, 2F, B1F展示室",2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社
1981,フェスティバル会場・オールアラウンドガイドツアー,2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社
1982,"TOP メイン会場・ガイドツアー",2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社
1983,"TOP Museum Guided Tour: EnglishVersion",2016,東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社
1989,"勅使川原三郎 新作 フランス・ツアー",2016,"有限会社 カラス"
1993,プロジェクト大山　新作公演「それでも　おどって」,2016,プロジェクト大山
1994,コンドルズ×あうるすぽっと　大赤字コンテンポラリーダンスフェスvol.1「可能性の獣たち2017」,2016,ROCKSTAR有限会社
1995,ダンス保育園！！,2016,ダンス保育園！！
1999,"コンテンポラリーダンス・ショーケース JAPAN +EAST ASIA",2016,一般社団法人ハイウッド
2001,"インフラ　INFRA -Between Musin and Arts, BetweenTokyo and Berlin",2016,EBM(T)
2004,ホスピタルとデザイン展,2016,ホスピタルとデザイン展実行委員会
2006,"Art, Media and I, TOKYO（AMIT）2017",2016,AMIT実行委員会
2008,ジェイ・チュン＆キュウ・タケキ・マエダ展,2016,ジェイ・チュン＆キュウ・タケキ・マエダ実行委員会
2011,"Reborn Homes through my voice",2016,"北條 知子"
2013,泡とねばり、とうきょう,2016,小野ハナ（当真さやか）
2015,アート産業市場『見える化』プロジェクト,2016,"一般社団法人 アート東京"
2018,石塚元太良新作展『Demarcation』実行委員会,2016,"石塚 元太良"
2021,映画をめぐる視覚のあり方を問う新作映画制作,2016,インビジブル実行委員会
2023,"第十四回 飛鳥山薪能公演　及び　飛鳥山薪能 能楽鑑賞会",2016,飛鳥山薪能実行委員会
2025,徹の笛　̶第八回福原徹演奏会̶,2016,"福原 徹"
2026,「Ｗ.Ｂ.イエーツを魅了した能の演目から」ニューヨーク公演,2016,"公益財団法人 十四世六平太記念財団"
2028,"第2回 今藤政太郎作品演奏会",2016,"今藤 政太郎"
2029,東京高円寺阿波おどり台湾公演2017,2016,特定非営利活動法人東京高円寺阿波おどり振興協会
2033,"野坂操壽 × 沢井一恵「変絃自在」サンフランシスコ公演",2016,"有限会社 邦楽ジャーナル"
2037,伝統・技・美のライブパフォーマンス「一粒萬倍」,2016,"特定非営利活動法人 チームいただきます"
2039,"第七回 貴雅の会",2016,"藤間 貴雅"
2040,日本三曲協会定期公演　第3回　日本の響,2016,公益社団法人日本三曲協会
2042,"山本亜美 二十五絃箏リサイタル ～紡ぐ、箏　歌～",2016,"山本 亜美"
2043,"第2回 清元志寿子太夫　清元一太夫　清元演奏會",2016,"清元 志寿子太夫"
2044,第三十四回　神楽坂をどり,2016,東京神楽坂組合
2046,IAFT16/17,2016,"Interdisciplinary Art Festival Tokyo"
2054,賞道のすすめ,2016,小林美術科学
2057,CINARS特別集中講義「カンパニーを国際化するための専門知識とメソッド」,2016,特定非営利活動法人Explat
2058,"東京文化会館《響の森》vol. 39「ニューイヤーコンサート2017」",2016,東京文化会館
2060,演劇集団　円　公演　「Double　Tomorrow」,2017,アーツカウンシル東京
2061,伝統文化を東京からアジアへ広げようプロジェクト（竹と竹で結ぶ・和のかけ橋）,2016,NPO法人日本伝統文化推進協会
2063,バックステージツアー《舞台編》,2016,東京文化会館|公益財団法人東京都交響楽団
2075,こどもの城合唱団コンサート　～こどもたちからのサウンドメッセージ～,2016,特定非営利活動法人アートセラピー研究所DAM
2078,舞台手話通訳付き公演のモデル上演および撮影会,2016,"特定非営利活動法人 シアター・アクセシビリティ・ネットワーク"
2080,劇団銅鑼公演ドラマファクトリーvol.10『短編集（仮）』　,2016,劇団銅鑼
2086,子どもたちによるヘアカット　子どもと大人の関係性を問い直すソーシャリー・エンゲイジド・アート（SEA）・プロジェクト　（仮称）,2016,"特定非営利活動法人 アート&amp;ソサイエティ研究センター"
2090,アール・ブリュット立川2016～こころが描くアート展～,2016,アール・ブリュット立川実行委員会
2093,オリジナル箏曲合奏プロジェクト,2016,"公益社団法人 日本三曲協会"
2094,“手話”で楽しむ能狂言鑑賞会,2016,"公益財団法人 十四世六平太記念財団"
2096,"うたの住む家プロジェクト in 両国",2016,即興からめーる団
2098,清姫道成寺　̶　純愛か、狂愛か。̶,2016,社会福祉法人トット基金日本ろう者劇団
2100,"シニア劇団かんじゅく座第11回公演「ねこら！ 2017」",2016,"ＮＰＯ法人 シニア演劇ネットワーク"
2102,ホスピタルシアタープロジェクト2016～インクルージブ・シアターへの誘い（仮）,2016,シアタープランニングネットワーク
2106,インクルーシブ・ダンスの上演をコアとする連続的な「共創」のアートプログラム開発,2016,NPO法人みんなのダンスフィールド
2109,「アートとソーシャルデザイン」連続トーク＆フォーラム,2016,"特定非営利活動法人 エイブル・アート・ジャパン"
2110,障害を起点とした新しい価値を探るデザインプロセスの実践vol.1,2016,"DDD Project"
2112,"よむよむ・わくわく広場　in 足立区",2016,"よむよむ・わくわく広場 実行委員会"
2115,アーティストと子どものエデュケア学校（仮）　,2016,"NPO法人 アーツイニシアティヴトウキョウ［AIT/エイト］"
2116,バックステージツアー《舞台編》,2016,東京文化会館|公益財団法人東京都交響楽団
2117,バックステージツアー《建築編》,2016,東京文化会館
2119,マエストロ・ビジット,2016,公益財団法人東京都交響楽団
2121,松沢病院（2016年12月15日）,2016,公益財団法人東京都交響楽団
2122,バックステージツアー《建築編》,2016,東京文化会館
2124,バックステージツアー《建築編》,2016,東京文化会館
2125,バックステージツアー《建築編》,2016,東京文化会館
2127,葛尾小、川内小（2017年1月17日）,2016,公益財団法人東京都交響楽団
2130,富岡第一・第二小、浪江中（2017年1月16日）,2016,公益財団法人東京都交響楽団
2133,東大病院（2017年2月7日）,2016,公益財団法人東京都交響楽団
2136,《弦楽四重奏》,2016,東京文化会館|公益財団法人東京都交響楽団
2137,《アンサンブル》,2016,東京文化会館|公益財団法人東京都交響楽団
2139,母島保育園（2017年2月13日）,2016,公益財団法人東京都交響楽団
2140,花さと保育園（2017年2月18日）,2016,公益財団法人東京都交響楽団
2141,船戸幼稚園（2017年2月21日）,2016,公益財団法人東京都交響楽団
2142,御厩保育所（2017年2月21日）,2016,公益財団法人東京都交響楽団
2143,白土保育所（2017年2月21日）,2016,公益財団法人東京都交響楽団
2144,つくしんぼ保育園、なの花保育園（2017年3月14日）,2016,公益財団法人東京都交響楽団
2145,小淀ホーム（2017年3月17日）,2016,公益財団法人東京都交響楽団
2146,浅草寺病院（2017年3月18日）,2016,公益財団法人東京都交響楽団
2147,しらさぎホーム（2017年3月20日）,2016,公益財団法人東京都交響楽団
2150,《金管五重奏》,2016,東京文化会館|公益財団法人東京都交響楽団
2161,神津島,2016,東京都
2162,三宅島,2016,東京都
2163,御蔵島,2016,東京都
2164,八丈島,2016,東京都
2165,青ヶ島,2016,東京都
2166,母島,2016,東京都
2167,父島,2016,東京都
2179,子供歌舞伎教室,2016,東京都|公益財団法人都民劇場
2183,坂本冬美特別公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2184,あの大鴉さえも,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2185,１０月歌舞伎公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2186,ミス・サイゴン,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2187,一人二役,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2188,祇園の姉妹,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2189,三婆,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2190,ミス・サイゴン,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2191,舟木一夫特別公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2192,12月歌舞伎公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2193,ロミオとジュリエット,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2194,プリシラ,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2195,十二月大歌舞伎,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2196,新春浅草歌舞伎,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2197,華岡青洲の妻,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2198,フランケンシュタイン,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2199,お気に召すまま,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2200,二月喜劇名作公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2201,ビッグフィッシュ,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2202,細雪,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2210,コメディトゥナイト,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2211,３月歌舞伎公演,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2212,マリウス,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2213,SAKURA,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2214,キューティーブロンド,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2215,四月大歌舞伎,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2216,紳士のための愛と殺人の手引き,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2217,ハムレット,2016,東京都|公益財団法人東京都歴史文化財団|公益社団法人日本演劇興行協会|公益財団法人都民劇場
2219,展示,2016,社会福祉法人愛成会
2221,アール・ブリュット展,2016,東京都
2224,"ヘブンアーティストIN TOKYO",2016,東京都|ヘブンアーティスト運営実行委員会
2226,ヘブンアーティストIN渋谷,2016,東京都|ヘブンアーティスト運営実行委員会|渋谷道玄坂商店街振興組合|渋谷中央街
2232,三茶de大道芸,2016,世田谷アートタウン2016実行委員会|公益財団法人せたがや文化財団|世田谷文化生活情報センター
2237,"創遊・楽落らいぶVol. 35",2016,東京文化会館|公益社団法人落語芸術協会
2238,"創遊・楽落らいぶVol. 36",2016,東京文化会館|公益社団法人落語芸術協会
2239,"創遊・楽落らいぶVol. 37",2016,東京文化会館|公益社団法人落語芸術協会
2244,受け継がれてゆく伝統の八王子車人形,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2247,とんとんむかし話,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2249,伝統の美～舞と響～,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2252,和・染物体験　～今も生きる古き良き伝統を体験しよう！～,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2254,江戸時代のアニメーション「影絵（写し絵）」影絵（写し絵）公演とワークショップ,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2258,本町連合町会山車,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2261,スマートフォンで歴史を知ろう！,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2262,総合受付（11月27日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2263,スタンプラリー（11月27日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2264,ユーロード（11月26日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2266,人力車による“お練り”（11月26日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2268,聴いてみよう、日本の音　八王子祭囃子,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2269,“桐”と“竹”音色七色,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2270,八王子芸妓衆の華と粋,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2271,受け継がれてゆく伝統の八王子車人形,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2273,“桐”と“竹”音色七色,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2274,ナイト・ミニ・コンサート,2016,東京文化会館
2278,ちょっと小粋にまちめぐり！人力車・昭和レトロ探し,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2279,“桐”と“竹”音色七色,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2281,リハーサル室、鑑賞室、東京芸術劇場リハーサル室、文京シビックセンター　他,2016,東京文化会館
2282,和・染物体験　～今も生きる古き良き伝統を体験しよう！～,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2283,"江戸時代のアニメーション「影絵（写し絵）」種板をつくろう ワークショップ＆ミニ公演",2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2288,本町連合町会山車,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2289,東京都立八王子特別支援学校（2016年10月11日）,2016,東京文化会館
2290,スマートフォンで歴史を知ろう！,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2291,総合受付（11月26日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2292,スタンプラリー（11月26日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2293,ユーロード（11月27日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2294,人力車による“お練り”（11月27日）,2016,"アーツカウンシル東京|八王子市|公益財団法人 八王子市学園都市文化ふれあい財団"
2297,"UENO WELCOME PASSPORT",2016,アーツカウンシル東京|上野「文化の杜」新構想実行委員会
2312,鑑賞室,2016,東京文化会館
2314,"めざせ！おんがく忍者！ 1）3歳～4歳（2016年11月20日）",2016,東京文化会館|アーツカウンシル東京|東京都
2316,TOKYO数寄フェス,2016,アーツカウンシル東京|上野「文化の杜」新構想実行委員会
2327,上野夜公園,2016,アーツカウンシル東京|上野「文化の杜」新構想実行委員会
2328,文化との出合いを感動に変えるプロフェッショナル」日本屈指の文化施設で働くプロフェッショナルたちのトークセッション,2016,アーツカウンシル東京|上野「文化の杜」新構想実行委員会
2331,地域連携プログラム,2016,アーツカウンシル東京|上野「文化の杜」新構想実行委員会
2334,"めざせ！おんがく忍者！ 2）5歳～6歳（2016年11月20日）",2016,東京文化会館|アーツカウンシル東京|東京都
2335,"Music Clock 3）一般（2016年11月20日）",2016,東京文化会館|アーツカウンシル東京|東京都
2337,"旅するヨーロッパ 1）6ヶ月～18ヶ月（2017年2月26日）",2016,東京文化会館|アーツカウンシル東京|東京都
2338,"旅するヨーロッパ 2）19ヶ月～35ヶ月（2017年2月26日）",2016,東京文化会館|アーツカウンシル東京|東京都
2339,"カラダ・オト・ウタウ 3）小学生～大人（未就学児不可）（2017年2月26日）",2016,東京文化会館|アーツカウンシル東京|東京都
2358,"開館90周年記念フォーラム 創造と共生の場を求めて──美術館の歴史と未来",2016,東京都美術館
2360,"開館90周年記念 アーカイブズ資料展示 造形講座と東京都美術館",2016,東京都美術館
2363,【特別展】ティツィアーノとヴェネツィア派展,2016,東京都美術館|NHK|NHKプロモーション|読売新聞社
2366,鑑賞用ツールの制作と提供（ジュニアガイドなど）,2016,東京都美術館
2368,とびらボードの貸出し,2016,東京都美術館
2369,とびラーなど学び合いの環境整備,2016,東京都美術館
2370,建築ツアーの開催,2016,東京都美術館
2371,ギャラリートーク・アーティストトークの実施,2016,東京都美術館
2374,障害のある方のための特別鑑賞会,2016,東京都美術館
2375,"金井 学",2017,トーキョーワンダーサイト
2376,"【連携展】都美セレクション 新鋭美術家 2017",2016,東京都美術館
2383,"金 瑞姫",2017,トーキョーワンダーサイト
2384,"田中 英行",2017,トーキョーワンダーサイト
2385,"鎌田 友介",2017,トーキョーワンダーサイト
2386,ミヤギフトシ,2017,トーキョーワンダーサイト
2387,"水木 塁",2017,トーキョーワンダーサイト
2388,ジェローム・ブシャール,2017,トーキョーワンダーサイト
2389,イ・スヨン,2017,トーキョーワンダーサイト
2390,ジル・アディソン,2017,トーキョーワンダーサイト
2391,建物公開展「アール・デコの花弁　旧朝香宮邸の室内空間」,2017,東京都庭園美術館
2392,マーティン・エブナー,2017,トーキョーワンダーサイト
2393,シモ・ケロクンプ,2017,トーキョーワンダーサイト
2394,ヒュー・デイヴィーズ,2017,トーキョーワンダーサイト
2396,第１回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2397,第２回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2398,第３回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2399,第４回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2400,第５回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2406,あいうえのファミリー（こどもと家族のプログラム）,2016,東京都美術館
2407,あいうえの学校（学校向けプログラム）スペシャルマンデーコース,2016,東京都美術館
2408,"あいうえの学校　(学校向けプログラム) 平日開館コース",2016,東京都美術館
2409,あいうえのメンバー向けプログラム,2016,東京都美術館
2410,学びあいカフェ,2016,東京都美術館
2411,教員向け研修プログラムの実施,2016,東京都美術館
2412,学校団体来館の対応（免除申請・電話相談・当日対応）,2016,東京都美術館
2413,展覧会関連参加型プログラムの実施,2016,東京都美術館
2414,⑥上野「文化の杜」新構想への参画（レクチャー、ワークショップ等）,2016,東京都美術館
2415,【ゴッホとゴーギャン展】特別展関連講演会,2016,東京都美術館
2416,【ティツィアーノとヴェネツィア派展】特別展関連講演会,2016,東京都美術館
2417,"【TOKYO 書 2017 公募団体の今】特別展関連講演会",2016,東京都美術館
2418,"【都美セレクション 新鋭美術家 2017】特別展関連講演会",2016,東京都美術館
2421,チュム・チャンヴェスナ,2017,トーキョーワンダーサイト
2422,カアン・ミュジデジ,2017,トーキョーワンダーサイト
2423,プラパット・ジワランサン,2017,トーキョーワンダーサイト
2424,ミシェル・ユノー,2017,トーキョーワンダーサイト
2425,ヴィクター・ワン,2017,トーキョーワンダーサイト
2426,カリ・コンテ,2017,トーキョーワンダーサイト
2427,クゥワイ・サムナン,2017,トーキョーワンダーサイト
2428,バーバック・ハシェミ＝ネジャド,2017,トーキョーワンダーサイト
2430,ヘザー・B・スワン,2017,トーキョーワンダーサイト
2431,"鑑賞プログラム BLUE STAGE",2016,アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ
2433,"SHIBUYA STREET SHOW",2016,アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ
2435,リス・ビヤルバ,2017,トーキョーワンダーサイト
2437,ハカン・トパル,2017,トーキョーワンダーサイト
2438,第６回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2439,第７回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2440,"SSDW CONTEST 高校生対抗ストリートダンス選手権",2016,アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ
2441,第８回,2017,東京都庭園美術館|株式会社ジャパン・アーツ
2443,広瀬菜々&永谷一馬,2017,トーキョーワンダーサイト
2444,"DANCE WITH music フラッシュモブ",2016,アーツカウンシル東京|国際交流基金アジアセンター|株式会社パルコ
2454,メタシトゥ（エドゥアルド・カッシーナ＆リヴァ・デュダレヴァ）,2017,トーキョーワンダーサイト
2455,ダニエル・シュワルツ,2017,トーキョーワンダーサイト
2457,特別展「江戸と北京」関連講座③日本に招来された清朝陶磁器,2016,東京都江戸東京博物館
2458,ホ・テウォン,2017,トーキョーワンダーサイト
2459,マリエット・オヴレ,2017,トーキョーワンダーサイト
